Time [s],Packet ID,MOSI,MISO
0.676691660000000,,0xFF,0x00
0.676694660000000,,0xFF,0x00
0.676697660000000,,0xFF,0x00
0.676700660000000,,0xFF,0x00
0.676703660000000,,0xFF,0x00
0.676706660000000,,0xFF,0x00
0.676709660000000,,0xFF,0x00
0.676712660000000,,0xFF,0x00
0.676715660000000,,0xFF,0x00
0.676718660000000,,0xFF,0x00
0.676721660000000,,0xFF,0x00
0.676724660000000,,0xFF,0x00
0.676727660000000,,0xFF,0x00
0.676730660000000,,0xFF,0x00
0.676733660000000,,0xFF,0x00
0.676736660000000,,0xFF,0x00
0.676739660000000,,0xFF,0x00
0.676742660000000,,0xFF,0x00
0.676745660000000,,0xFF,0x00
0.676748660000000,,0xFF,0x00
0.676751660000000,,0xFF,0x00
0.676754660000000,,0xFF,0x00
0.676757660000000,,0xFF,0x00
0.676760660000000,,0xFF,0x00
0.676763660000000,,0xFF,0x00
0.676766660000000,,0xFF,0x00
0.676769660000000,,0xFF,0x00
0.676772660000000,,0xFF,0x00
0.676775660000000,,0xFF,0x00
0.676778660000000,,0xFF,0x00
0.676781660000000,,0xFF,0x00
0.676784660000000,,0xFF,0x00
0.676787660000000,,0xFF,0x00
0.676790660000000,,0xFF,0x00
0.676793660000000,,0xFF,0x00
0.676796660000000,,0xFF,0x00
0.676799660000000,,0xFF,0x00
0.676802660000000,,0xFF,0x00
0.676805660000000,,0xFF,0x00
0.676808660000000,,0xFF,0x00
0.676811660000000,,0xFF,0x00
0.676814660000000,,0xFF,0x00
0.676817660000000,,0xFF,0x00
0.676820940000000,,0xFF,0x00
0.676823940000000,,0xFF,0x00
0.676826940000000,,0xFF,0x00
0.676829940000000,,0xFF,0x00
0.676832940000000,,0xFF,0x00
0.676835940000000,,0xFF,0x00
0.676838940000000,,0xFF,0x00
0.676841940000000,,0xFF,0x00
0.676844940000000,,0xFF,0x00
0.676847940000000,,0xFF,0x00
0.676850940000000,,0xFF,0x00
0.676853940000000,,0xFF,0x00
0.676856940000000,,0xFF,0x00
0.676859940000000,,0xFF,0x00
0.676862940000000,,0xFF,0x00
0.676865940000000,,0xFF,0x00
0.676868940000000,,0xFF,0x00
0.676871940000000,,0xFF,0x00
0.676874940000000,,0xFF,0x00
0.676877940000000,,0xFF,0x00
0.676880940000000,,0xFF,0x00
0.676883940000000,,0xFF,0x00
0.676886940000000,,0xFF,0x00
0.676889940000000,,0xFF,0x00
0.676892960000000,,0xFF,0x00
0.676895960000000,,0xFF,0x00
0.676898960000000,,0xFF,0x00
0.676901960000000,,0xFF,0x00
0.676904960000000,,0xFF,0x00
0.676907960000000,,0xFF,0x00
0.676910960000000,,0xFF,0x00
0.676913960000000,,0xFF,0x00
0.676916960000000,,0xFF,0x00
0.676919960000000,,0xFF,0x00
0.676922960000000,,0xFF,0x00
0.676925960000000,,0xFF,0x00
0.676928960000000,,0xFF,0x00
0.676931960000000,,0xFF,0x00
0.676934960000000,,0xFF,0x00
0.676937960000000,,0xFF,0x00
0.676940960000000,,0xFF,0x00
0.676943960000000,,0xFF,0x00
0.676946960000000,,0xFF,0x00
0.676949960000000,,0xFF,0x00
0.676952960000000,,0xFF,0x00
0.676955960000000,,0xFF,0x00
0.676958960000000,,0xFF,0x00
0.676961960000000,,0xFF,0x00
0.676964960000000,,0xFF,0x00
0.676967960000000,,0xFF,0x00
0.676970960000000,,0xFF,0x00
0.676973960000000,,0xFF,0x00
0.676976960000000,,0xFF,0x00
0.676979960000000,,0xFF,0x00
0.676982960000000,,0xFF,0x00
0.676985960000000,,0xFF,0x00
0.676988960000000,,0xFF,0x00
0.676991960000000,,0xFF,0x00
0.676994960000000,,0xFF,0x00
0.676997960000000,,0xFF,0x00
0.677000960000000,,0xFF,0x00
0.677003960000000,,0xFF,0x00
0.677006960000000,,0xFF,0x00
0.677009960000000,,0xFF,0x00
0.677012960000000,,0xFF,0x00
0.677015960000000,,0xFF,0x00
0.677018960000000,,0xFF,0x00
0.677021960000000,,0xFF,0x00
0.677024960000000,,0xFF,0x00
0.677027960000000,,0xFF,0x00
0.677030960000000,,0xFF,0x00
0.677033960000000,,0xFF,0x00
0.677036960000000,,0xFF,0x00
0.677039960000000,,0xFF,0x00
0.677042960000000,,0xFF,0x00
0.677045960000000,,0xFF,0x00
0.677048960000000,,0xFF,0x00
0.677051960000000,,0xFF,0x00
0.677054960000000,,0xFF,0x00
0.677057960000000,,0xFF,0x00
0.677060960000000,,0xFF,0x00
0.677063960000000,,0xFF,0x00
0.677066960000000,,0xFF,0x00
0.677069960000000,,0xFF,0x00
0.677072960000000,,0xFF,0x00
0.677075960000000,,0xFF,0x00
0.677078960000000,,0xFF,0x00
0.677081960000000,,0xFF,0x00
0.677084960000000,,0xFF,0x00
0.677087960000000,,0xFF,0x00
0.677090960000000,,0xFF,0x00
0.677093960000000,,0xFF,0x00
0.677096960000000,,0xFF,0x00
0.677099960000000,,0xFF,0x00
0.677102960000000,,0xFF,0x00
0.677105960000000,,0xFF,0x00
0.677108960000000,,0xFF,0x00
0.677111960000000,,0xFF,0x00
0.677114960000000,,0xFF,0x00
0.677117960000000,,0xFF,0x00
0.677120960000000,,0xFF,0x00
0.677123960000000,,0xFF,0x00
0.677126960000000,,0xFF,0x00
0.677129960000000,,0xFF,0x00
0.677132960000000,,0xFF,0x00
0.677135960000000,,0xFF,0x00
0.677138960000000,,0xFF,0x00
0.677141960000000,,0xFF,0x00
0.677144960000000,,0xFF,0x00
0.677147960000000,,0xFF,0x00
0.677150960000000,,0xFF,0x00
0.677153960000000,,0xFF,0x00
0.677156960000000,,0xFF,0x00
0.677159960000000,,0xFF,0x00
0.677162960000000,,0xFF,0x00
0.677165960000000,,0xFF,0x00
0.677168960000000,,0xFF,0x00
0.677171960000000,,0xFF,0x00
0.677174960000000,,0xFF,0x00
0.677177960000000,,0xFF,0x00
0.677180960000000,,0xFF,0x00
0.677183960000000,,0xFF,0x00
0.677186960000000,,0xFF,0x00
0.677189960000000,,0xFF,0x00
0.677192960000000,,0xFF,0x00
0.677195960000000,,0xFF,0x00
0.677198960000000,,0xFF,0x00
0.677201960000000,,0xFF,0x00
0.677205260000000,,0xFF,0x00
0.677208260000000,,0xFF,0x00
0.677211260000000,,0xFF,0x00
0.677214260000000,,0xFF,0x00
0.677217260000000,,0xFF,0x00
0.677220260000000,,0xFF,0x00
0.677223260000000,,0xFF,0x00
0.677226260000000,,0xFF,0x00
0.677229260000000,,0xFF,0x00
0.677232260000000,,0xFF,0x00
0.677235260000000,,0xFF,0x00
0.677238260000000,,0xFF,0x00
0.677241260000000,,0xFF,0x00
0.677244260000000,,0xFF,0x00
0.677247260000000,,0xFF,0x00
0.677250260000000,,0xFF,0x00
0.677253260000000,,0xFF,0x00
0.677256260000000,,0xFF,0x00
0.677259260000000,,0xFF,0x00
0.677262260000000,,0xFF,0x00
0.677265260000000,,0xFF,0x00
0.677268260000000,,0xFF,0x00
0.677271260000000,,0xFF,0x00
0.677274260000000,,0xFF,0x00
0.677277260000000,,0xFF,0x00
0.677280260000000,,0xFF,0x00
0.677283260000000,,0xFF,0x00
0.677286260000000,,0xFF,0x00
0.677289260000000,,0xFF,0x00
0.677292260000000,,0xFF,0x00
0.677295260000000,,0xFF,0x00
0.677298260000000,,0xFF,0x00
0.677301260000000,,0xFF,0x00
0.677304260000000,,0xFF,0x00
0.677307260000000,,0xFF,0x00
0.677310260000000,,0xFF,0x00
0.677313260000000,,0xFF,0x00
0.677316260000000,,0xFF,0x00
0.677319260000000,,0xFF,0x00
0.677322260000000,,0xFF,0x00
0.677325260000000,,0xFF,0x00
0.677328260000000,,0xFF,0x00
0.677331260000000,,0xFF,0x00
0.677334260000000,,0xFF,0x00
0.677337260000000,,0xFF,0x00
0.677340260000000,,0xFF,0x00
0.677343260000000,,0xFF,0x00
0.677346260000000,,0xFF,0x00
0.677349260000000,,0xFF,0x00
0.677352260000000,,0xFF,0x00
0.677355260000000,,0xFF,0x00
0.677358260000000,,0xFF,0x00
0.677361260000000,,0xFF,0x00
0.677364260000000,,0xFF,0x00
0.677367260000000,,0xFF,0x00
0.677370260000000,,0xFF,0x00
0.677373260000000,,0xFF,0x00
0.677376260000000,,0xFF,0x00
0.677379260000000,,0xFF,0x00
0.677382260000000,,0xFF,0x00
0.677385260000000,,0xFF,0x00
0.677388260000000,,0xFF,0x00
0.677391260000000,,0xFF,0x00
0.677394260000000,,0xFF,0x00
0.677397260000000,,0xFF,0x00
0.677400260000000,,0xFF,0x00
0.677403260000000,,0xFF,0x00
0.677406260000000,,0xFF,0x00
0.677409260000000,,0xFF,0x00
0.677412260000000,,0xFF,0x00
0.677415260000000,,0xFF,0x00
0.677418260000000,,0xFF,0x00
0.677421260000000,,0xFF,0x00
0.677424260000000,,0xFF,0x00
0.677427260000000,,0xFF,0x00
0.677430260000000,,0xFF,0x00
0.677433260000000,,0xFF,0x00
0.677436260000000,,0xFF,0x00
0.677439260000000,,0xFF,0x00
0.677442260000000,,0xFF,0x00
0.677445260000000,,0xFF,0x00
0.677448260000000,,0xFF,0x00
0.677451260000000,,0xFF,0x00
0.677454260000000,,0xFF,0x00
0.677457260000000,,0xFF,0x00
0.677460260000000,,0xFF,0x00
0.677463260000000,,0xFF,0x00
0.677466260000000,,0xFF,0x00
0.677469260000000,,0xFF,0x00
0.677472260000000,,0xFF,0x00
0.677475260000000,,0xFF,0x00
0.677478260000000,,0xFF,0x00
0.677481260000000,,0xFF,0x00
0.677484260000000,,0xFF,0x00
0.677487260000000,,0xFF,0x00
0.677490260000000,,0xFF,0x00
0.677493260000000,,0xFF,0x00
0.677496260000000,,0xFF,0x00
0.677499260000000,,0xFF,0x00
0.677502260000000,,0xFF,0x00
0.677505260000000,,0xFF,0x00
0.677508260000000,,0xFF,0x00
0.677511260000000,,0xFF,0x00
0.677514260000000,,0xFF,0x00
0.677517260000000,,0xFF,0x00
0.677520260000000,,0xFF,0x00
0.677523260000000,,0xFF,0x00
0.677526260000000,,0xFF,0x00
0.677529260000000,,0xFF,0x00
0.677532260000000,,0xFF,0x00
0.677535260000000,,0xFF,0x00
0.677538260000000,,0xFF,0x00
0.677541260000000,,0xFF,0x00
0.677544260000000,,0xFF,0x00
0.677547260000000,,0xFF,0x00
0.677550260000000,,0xFF,0x00
0.677553260000000,,0xFF,0x00
0.677556260000000,,0xFF,0x00
0.677559260000000,,0xFF,0x00
0.677562260000000,,0xFF,0x00
0.677565260000000,,0xFF,0x00
0.677568260000000,,0xFF,0x00
0.677571260000000,,0xFF,0x00
0.677574260000000,,0xFF,0x00
0.677577260000000,,0xFF,0x00
0.677580260000000,,0xFF,0x00
0.677583260000000,,0xFF,0x00
0.677586260000000,,0xFF,0x00
0.677589560000000,,0xFF,0x00
0.677592560000000,,0xFF,0x00
0.677595560000000,,0xFF,0x00
0.677598560000000,,0xFF,0x00
0.677601560000000,,0xFF,0x00
0.677604560000000,,0xFF,0x00
0.677607560000000,,0xFF,0x00
0.677610560000000,,0xFF,0x00
0.677613560000000,,0xFF,0x00
0.677616560000000,,0xFF,0x00
0.677619560000000,,0xFF,0x00
0.677622560000000,,0xFF,0x00
0.677625560000000,,0xFF,0x00
0.677628560000000,,0xFF,0x00
0.677631560000000,,0xFF,0x00
0.677634560000000,,0xFF,0x00
0.677637560000000,,0xFF,0x00
0.677640560000000,,0xFF,0x00
0.677643560000000,,0xFF,0x00
0.677646560000000,,0xFF,0x00
0.677649560000000,,0xFF,0x00
0.677652560000000,,0xFF,0x00
0.677655560000000,,0xFF,0x00
0.677658560000000,,0xFF,0x00
0.677661560000000,,0xFF,0x00
0.677664560000000,,0xFF,0x00
0.677667560000000,,0xFF,0x00
0.677670560000000,,0xFF,0x00
0.677673560000000,,0xFF,0x00
0.677676560000000,,0xFF,0x00
0.677679560000000,,0xFF,0x00
0.677682560000000,,0xFF,0x00
0.677685560000000,,0xFF,0x00
0.677688560000000,,0xFF,0x00
0.677691560000000,,0xFF,0x00
0.677694560000000,,0xFF,0x00
0.677697560000000,,0xFF,0x00
0.677700560000000,,0xFF,0x00
0.677703560000000,,0xFF,0x00
0.677706560000000,,0xFF,0x00
0.677709560000000,,0xFF,0x00
0.677712560000000,,0xFF,0x00
0.677715560000000,,0xFF,0x00
0.677718560000000,,0xFF,0x00
0.677721560000000,,0xFF,0x00
0.677724560000000,,0xFF,0x00
0.677727560000000,,0xFF,0x00
0.677730560000000,,0xFF,0x00
0.677733560000000,,0xFF,0x00
0.677736560000000,,0xFF,0x00
0.677739560000000,,0xFF,0x00
0.677742560000000,,0xFF,0x00
0.677745560000000,,0xFF,0x00
0.677748560000000,,0xFF,0x00
0.677751560000000,,0xFF,0x00
0.677754560000000,,0xFF,0x00
0.677757560000000,,0xFF,0x00
0.677760560000000,,0xFF,0x00
0.677763560000000,,0xFF,0x00
0.677766560000000,,0xFF,0x00
0.677769560000000,,0xFF,0x00
0.677772560000000,,0xFF,0x00
0.677775560000000,,0xFF,0x00
0.677778560000000,,0xFF,0x00
0.677781560000000,,0xFF,0x00
0.677784560000000,,0xFF,0x00
0.677787560000000,,0xFF,0x00
0.677790560000000,,0xFF,0x00
0.677793560000000,,0xFF,0x00
0.677796560000000,,0xFF,0x00
0.677799560000000,,0xFF,0x00
0.677802560000000,,0xFF,0x00
0.677805560000000,,0xFF,0x00
0.677808560000000,,0xFF,0x00
0.677811560000000,,0xFF,0x00
0.677814560000000,,0xFF,0x00
0.677817560000000,,0xFF,0x00
0.677820560000000,,0xFF,0x00
0.677823560000000,,0xFF,0x00
0.677826560000000,,0xFF,0x00
0.677829560000000,,0xFF,0x00
0.677832560000000,,0xFF,0x00
0.677835560000000,,0xFF,0x00
0.677838560000000,,0xFF,0x00
0.677841560000000,,0xFF,0x00
0.677844560000000,,0xFF,0x00
0.677847560000000,,0xFF,0x00
0.677850560000000,,0xFF,0x00
0.677853560000000,,0xFF,0x00
0.677856560000000,,0xFF,0x00
0.677859560000000,,0xFF,0x00
0.677862560000000,,0xFF,0x00
0.677865560000000,,0xFF,0x00
0.677868560000000,,0xFF,0x00
0.677871560000000,,0xFF,0x00
0.677874560000000,,0xFF,0x53
0.677877560000000,,0xFF,0x65
0.677880560000000,,0xFF,0x63
0.677883560000000,,0xFF,0x74
0.677886560000000,,0xFF,0x6F
0.677889560000000,,0xFF,0x72
0.677892560000000,,0xFF,0x30
0.677895560000000,,0xFF,0x78
0.677898560000000,,0xFF,0x30
0.677901560000000,,0xFF,0x30
0.677904560000000,,0xFF,0x30
0.677907560000000,,0xFF,0x30
0.677910560000000,,0xFF,0x30
0.677913560000000,,0xFF,0x30
0.677916560000000,,0xFF,0x30
0.677919560000000,,0xFF,0x33
0.677922560000000,,0xFF,0x00
0.677925560000000,,0xFF,0x00
0.677928580000000,,0xFF,0x00
0.677931560000000,,0xFF,0x00
0.677934580000000,,0xFF,0x00
0.677937580000000,,0xFF,0x00
0.677940580000000,,0xFF,0x00
0.677943580000000,,0xFF,0x00
0.677946580000000,,0xFF,0x00
0.677949580000000,,0xFF,0x00
0.677952580000000,,0xFF,0x00
0.677955580000000,,0xFF,0x00
0.677958580000000,,0xFF,0x00
0.677961580000000,,0xFF,0x45
0.677964580000000,,0xFF,0x6E
0.677967580000000,,0xFF,0x64	Последний байт сектора 0х00000003
0.677970580000000,,0xFF,0xAF	CRC16
0.677973280000000,,0xFF,0x26	CRC16
0.677975580000000,,0xFF,0xFF
0.677995280000000,,0x4C,0xFF	CMD_12 STOP_TRANSMISSION
0.677997580000000,,0x00,0xFE
0.677999860000000,,0x00,0x00
0.678002140000000,,0x00,0x00
0.678004440000000,,0x00,0x00
0.678006720000000,,0xFF,0x00
0.678016720000000,,0xFF,0x7F
0.678032720000000,,0xFF,0x00
0.678048720000000,,0xFF,0xFF
0.678064720000000,,0xFF,0xFF
0.678070300000000,,0xFF,0xFF
0.678075860000000,,0xFF,0xFF
0.678081440000000,,0xFF,0xFF
0.678087000000000,,0xFF,0xFF
0.678092580000000,,0xFF,0xFF
0.678098140000000,,0xFF,0xFF
0.678103720000000,,0xFF,0xFF
0.678109300000000,,0xFF,0xFF
0.678114860000000,,0xFF,0xFF
0.678120440000000,,0xFF,0xFF
0.678126000000000,,0xFF,0xFF
0.678131580000000,,0xFF,0xFF
0.678137160000000,,0xFF,0xFF
0.678142720000000,,0xFF,0xFF
0.678148300000000,,0xFF,0xFF
0.678153860000000,,0xFF,0xFF
0.678159440000000,,0xFF,0xFF
0.678165000000000,,0xFF,0xFF
0.678170580000000,,0xFF,0xFF
0.678176160000000,,0xFF,0xFF
0.678181720000000,,0xFF,0xFF
0.678187300000000,,0xFF,0xFF
0.678192860000000,,0xFF,0xFF
0.678198440000000,,0xFF,0xFF
0.678204020000000,,0xFF,0xFF
0.678209580000000,,0xFF,0xFF
0.678215160000000,,0xFF,0xFF
0.678220720000000,,0xFF,0xFF
0.678226300000000,,0xFF,0xFF
0.678231880000000,,0xFF,0xFF
0.678237440000000,,0xFF,0xFF
0.678255880000000,,0x00,0xFF
0.678263880000000,,0x4C,0xFF	CMD_12 STOP_TRANSMISSION (в холостую)
0.678266160000000,,0x00,0xFF
0.678267880000000,,0x00,0xFF
0.678269580000000,,0x00,0xFF
0.678271300000000,,0x00,0xFF
0.678273580000000,,0xFF,0xFF
0.678275300000000,,0xFF,0xFF
0.678317580000000,,0x59,0x00	CMD_25 WRITE_MULTIPLE_BLOCK
0.678319880000000,,0x00,0xFF
0.678322160000000,,0x00,0xFF
0.678324440000000,,0x00,0xFF
0.678326740000000,,0x02,0xFF
0.678329440000000,,0xFF,0xFF
0.678343740000000,,0xFF,0xFF
0.678349300000000,,0xFF,0x00
0.678354880000000,,0xFF,0xFF
0.678370880000000,,0xFF,0xFF
0.678376440000000,,0xFF,0xFF
0.678382020000000,,0xFF,0xFF
0.678387600000000,,0xFF,0xFF
0.678393160000000,,0xFF,0xFF
0.678398740000000,,0xFF,0xFF
0.678404300000000,,0xFF,0xFF
0.678409880000000,,0xFF,0xFF
0.678415440000000,,0xFF,0xFF
0.678421020000000,,0xFF,0xFF
0.678426600000000,,0xFF,0xFF
0.678432160000000,,0xFF,0xFF
0.678437740000000,,0xFF,0xFF
0.678443300000000,,0xFF,0xFF
0.678448880000000,,0xFF,0xFF
0.678454460000000,,0xFF,0xFF
0.678460020000000,,0xFF,0xFF
0.678465600000000,,0xFF,0xFF
0.678471160000000,,0xFF,0xFF
0.678476740000000,,0xFF,0xFF
0.678482320000000,,0xFF,0xFF
0.678487880000000,,0xFF,0xFF
0.678493460000000,,0xFF,0xFF
0.678499020000000,,0xFF,0xFF
0.678504600000000,,0xFF,0xFF
0.678510160000000,,0xFF,0xFF
0.678515740000000,,0xFF,0xFF
0.678521320000000,,0xFF,0xFF
0.678526880000000,,0xFF,0xFF
0.678532460000000,,0xFF,0xFF
0.678538020000000,,0xFF,0xFF
0.678543600000000,,0xFF,0xFF
0.678556460000000,,0xFC,0xFF	стартовый маркер
0.678559740000000,,0x44,0xFF	Первый байт сектора 0х00000002
0.678562740000000,,0x69,0xFF
0.678565740000000,,0x6D,0xFF
0.678568740000000,,0x6B,0xFF
0.678571740000000,,0x61,0xFF
0.678574740000000,,0x4D,0xFF
0.678577740000000,,0x00,0xFF
0.678580740000000,,0x53,0xFF
0.678583740000000,,0x44,0xFF
0.678586740000000,,0x2D,0xFF
0.678589740000000,,0x54,0xFF
0.678592740000000,,0x65,0xFF
0.678595740000000,,0x73,0xFF
0.678598740000000,,0x74,0xFF
0.678601740000000,,0x00,0xFF
0.678604740000000,,0x00,0xFF
0.678607740000000,,0x53,0xFF
0.678610740000000,,0x65,0xFF
0.678613740000000,,0x63,0xFF
0.678616740000000,,0x74,0xFF
0.678619740000000,,0x6F,0xFF
0.678622740000000,,0x72,0xFF
0.678625740000000,,0x30,0xFF
0.678628740000000,,0x78,0xFF
0.678631740000000,,0x30,0xFF
0.678634740000000,,0x30,0xFF
0.678637740000000,,0x30,0xFF
0.678640740000000,,0x30,0xFF
0.678643740000000,,0x30,0xFF
0.678646740000000,,0x30,0xFF
0.678649740000000,,0x30,0xFF
0.678652740000000,,0x32,0xFF
0.678655740000000,,0x00,0xFF
0.678658740000000,,0x00,0xFF
0.678661740000000,,0x00,0xFF
0.678664740000000,,0x00,0xFF
0.678667740000000,,0x00,0xFF
0.678670740000000,,0x00,0xFF
0.678673740000000,,0x00,0xFF
0.678676740000000,,0x00,0xFF
0.678679740000000,,0x00,0xFF
0.678682740000000,,0x00,0xFF
0.678685740000000,,0x00,0xFF
0.678688740000000,,0x00,0xFF
0.678691740000000,,0x00,0xFF
0.678694740000000,,0x00,0xFF
0.678697740000000,,0x00,0xFF
0.678700740000000,,0x00,0xFF
0.678703740000000,,0x00,0xFF
0.678706740000000,,0x00,0xFF
0.678709740000000,,0x00,0xFF
0.678712740000000,,0x00,0xFF
0.678715740000000,,0x00,0xFF
0.678718760000000,,0x00,0xFF
0.678721760000000,,0x00,0xFF
0.678724760000000,,0x00,0xFF
0.678727760000000,,0x00,0xFF
0.678730760000000,,0x00,0xFF
0.678733760000000,,0x00,0xFF
0.678736760000000,,0x00,0xFF
0.678739760000000,,0x00,0xFF
0.678742760000000,,0x00,0xFF
0.678745760000000,,0x00,0xFF
0.678748760000000,,0x00,0xFF
0.678751760000000,,0x00,0xFF
0.678754760000000,,0x00,0xFF
0.678757760000000,,0x00,0xFF
0.678760760000000,,0x00,0xFF
0.678763760000000,,0x00,0xFF
0.678766760000000,,0x00,0xFF
0.678769760000000,,0x00,0xFF
0.678772760000000,,0x00,0xFF
0.678775760000000,,0x00,0xFF
0.678778760000000,,0x00,0xFF
0.678781760000000,,0x00,0xFF
0.678784760000000,,0x00,0xFF
0.678787760000000,,0x00,0xFF
0.678790760000000,,0x00,0xFF
0.678793760000000,,0x00,0xFF
0.678796760000000,,0x00,0xFF
0.678799760000000,,0x00,0xFF
0.678802760000000,,0x00,0xFF
0.678805760000000,,0x00,0xFF
0.678808760000000,,0x00,0xFF
0.678811760000000,,0x00,0xFF
0.678814760000000,,0x00,0xFF
0.678817760000000,,0x00,0xFF
0.678820760000000,,0x00,0xFF
0.678823760000000,,0x00,0xFF
0.678826760000000,,0x00,0xFF
0.678829760000000,,0x00,0xFF
0.678832760000000,,0x00,0xFF
0.678835760000000,,0x00,0xFF
0.678838760000000,,0x00,0xFF
0.678841760000000,,0x00,0xFF
0.678844760000000,,0x00,0xFF
0.678847760000000,,0x00,0xFF
0.678850760000000,,0x00,0xFF
0.678853760000000,,0x00,0xFF
0.678856760000000,,0x00,0xFF
0.678859760000000,,0x00,0xFF
0.678862760000000,,0x00,0xFF
0.678865760000000,,0x00,0xFF
0.678868760000000,,0x00,0xFF
0.678871760000000,,0x00,0xFF
0.678874760000000,,0x00,0xFF
0.678877760000000,,0x00,0xFF
0.678880760000000,,0x00,0xFF
0.678883760000000,,0x00,0xFF
0.678886760000000,,0x00,0xFF
0.678889760000000,,0x00,0xFF
0.678892760000000,,0x00,0xFF
0.678895760000000,,0x00,0xFF
0.678898760000000,,0x00,0xFF
0.678901760000000,,0x00,0xFF
0.678904760000000,,0x00,0xFF
0.678907760000000,,0x00,0xFF
0.678910760000000,,0x00,0xFF
0.678913760000000,,0x00,0xFF
0.678916760000000,,0x00,0xFF
0.678919760000000,,0x00,0xFF
0.678922760000000,,0x00,0xFF
0.678925760000000,,0x00,0xFF
0.678928760000000,,0x00,0xFF
0.678931760000000,,0x00,0xFF
0.678934760000000,,0x00,0xFF
0.678937760000000,,0x00,0xFF
0.678940760000000,,0x00,0xFF
0.678944040000000,,0x00,0xFF
0.678947040000000,,0x00,0xFF
0.678950040000000,,0x00,0xFF
0.678953040000000,,0x00,0xFF
0.678956040000000,,0x00,0xFF
0.678959040000000,,0x00,0xFF
0.678962040000000,,0x00,0xFF
0.678965040000000,,0x00,0xFF
0.678968040000000,,0x00,0xFF
0.678971040000000,,0x00,0xFF
0.678974040000000,,0x00,0xFF
0.678977040000000,,0x00,0xFF
0.678980040000000,,0x00,0xFF
0.678983040000000,,0x00,0xFF
0.678986040000000,,0x00,0xFF
0.678989040000000,,0x00,0xFF
0.678992040000000,,0x00,0xFF
0.678995040000000,,0x00,0xFF
0.678998040000000,,0x00,0xFF
0.679001040000000,,0x00,0xFF
0.679004040000000,,0x00,0xFF
0.679007040000000,,0x00,0xFF
0.679010040000000,,0x00,0xFF
0.679013040000000,,0x00,0xFF
0.679016040000000,,0x00,0xFF
0.679019040000000,,0x00,0xFF
0.679022060000000,,0x00,0xFF
0.679025060000000,,0x00,0xFF
0.679028060000000,,0x00,0xFF
0.679031060000000,,0x00,0xFF
0.679034060000000,,0x00,0xFF
0.679037060000000,,0x00,0xFF
0.679040060000000,,0x00,0xFF
0.679043060000000,,0x00,0xFF
0.679046060000000,,0x00,0xFF
0.679049060000000,,0x00,0xFF
0.679052060000000,,0x00,0xFF
0.679055060000000,,0x00,0xFF
0.679058060000000,,0x00,0xFF
0.679061060000000,,0x00,0xFF
0.679064060000000,,0x00,0xFF
0.679067060000000,,0x00,0xFF
0.679070060000000,,0x00,0xFF
0.679073060000000,,0x00,0xFF
0.679076060000000,,0x00,0xFF
0.679079060000000,,0x00,0xFF
0.679082060000000,,0x00,0xFF
0.679085060000000,,0x00,0xFF
0.679088060000000,,0x00,0xFF
0.679091060000000,,0x00,0xFF
0.679094060000000,,0x00,0xFF
0.679097060000000,,0x00,0xFF
0.679100060000000,,0x00,0xFF
0.679103060000000,,0x00,0xFF
0.679106060000000,,0x00,0xFF
0.679109060000000,,0x00,0xFF
0.679112060000000,,0x00,0xFF
0.679115060000000,,0x00,0xFF
0.679118060000000,,0x00,0xFF
0.679121060000000,,0x00,0xFF
0.679124060000000,,0x00,0xFF
0.679127060000000,,0x00,0xFF
0.679130060000000,,0x00,0xFF
0.679133060000000,,0x00,0xFF
0.679136060000000,,0x00,0xFF
0.679139060000000,,0x00,0xFF
0.679142060000000,,0x00,0xFF
0.679145060000000,,0x00,0xFF
0.679148060000000,,0x00,0xFF
0.679151060000000,,0x00,0xFF
0.679154060000000,,0x00,0xFF
0.679157060000000,,0x00,0xFF
0.679160060000000,,0x00,0xFF
0.679163060000000,,0x00,0xFF
0.679166060000000,,0x00,0xFF
0.679169060000000,,0x00,0xFF
0.679172060000000,,0x00,0xFF
0.679175060000000,,0x00,0xFF
0.679178060000000,,0x00,0xFF
0.679181060000000,,0x00,0xFF
0.679184060000000,,0x00,0xFF
0.679187060000000,,0x00,0xFF
0.679190060000000,,0x00,0xFF
0.679193060000000,,0x00,0xFF
0.679196060000000,,0x00,0xFF
0.679199060000000,,0x00,0xFF
0.679202060000000,,0x00,0xFF
0.679205060000000,,0x00,0xFF
0.679208060000000,,0x00,0xFF
0.679211060000000,,0x00,0xFF
0.679214060000000,,0x00,0xFF
0.679217060000000,,0x00,0xFF
0.679220060000000,,0x00,0xFF
0.679223060000000,,0x00,0xFF
0.679226060000000,,0x00,0xFF
0.679229060000000,,0x00,0xFF
0.679232060000000,,0x00,0xFF
0.679235060000000,,0x00,0xFF
0.679238060000000,,0x00,0xFF
0.679241060000000,,0x00,0xFF
0.679244060000000,,0x00,0xFF
0.679247060000000,,0x00,0xFF
0.679250060000000,,0x00,0xFF
0.679253060000000,,0x00,0xFF
0.679256060000000,,0x00,0xFF
0.679259060000000,,0x00,0xFF
0.679262060000000,,0x00,0xFF
0.679265060000000,,0x00,0xFF
0.679268060000000,,0x00,0xFF
0.679271060000000,,0x00,0xFF
0.679274060000000,,0x00,0xFF
0.679277060000000,,0x00,0xFF
0.679280060000000,,0x00,0xFF
0.679283060000000,,0x00,0xFF
0.679286060000000,,0x00,0xFF
0.679289060000000,,0x00,0xFF
0.679292060000000,,0x00,0xFF
